NOM_AGENCE;NUM_AGENCE;NOM_DOSSIER;DAT_RECEPT;NUM_AGREMENT;LOT_NUM_REF;LOT_ADR_1;LOT_ADR_2;LOT_CP;LOT_VILLE;MNT_LOYER;LOT_TYP;LOT_MEUBLE;LOT_SUPERFICIE;PRES_DOS_FIC;NOM_REFERENT;DAT_DEB_TRAIT;DAT_COMPLET;DAT_INFO_AGENCE;FLG_COMPLET;JUST_MANQ;DAT_JUST_MANQ;RESULT_EFF;DOSS_PHASE;DOSS_STATUT;FLG_GARANTI;NUM_CONTRAT;CAUSE_REFUS;DOSS_COMMENT;DAT_SIGN_BAIL;DAT_EFF_BAIL;NB_LOC
Benoit SEM;+33 519525314;Faure;22/10/2019 10:30:30;AGR_201910220T6U;undefined_f31428fe-0838-470d-9ebf-fff954e4ad35;37430 Adam Du Sommerard;;39620;Lake Elisa;650.70;t3;ABS;70150;OUI;Dufour;22/10/2019 10:52:57;22/10/2019 11:03:01;22/10/2019 16:14:15;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0644646211;;Et laudantium ab a. Soluta aut id rem. Illum expedita corrupti. Dolorem totam et. Ut magnam voluptates dolorum.;;22/10/2019;1
Olivier - Fontaine;0207474632;Clement;22/10/2019 09:59:34;AGR_201910220RRA;undefined_3099f8e2-e642-437a-be75-063a7c3b6b83;2349 Roux Saint-Dominique;;59946;Paulmouth;627.09;f1;ABS;44821;OUI;Louis;22/10/2019 10:23:26;22/10/2019 10:41:38;22/10/2019 16:23:02;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 642649246;;Itaque unde nam libero enim quaerat fuga suscipit ipsum sint. Voluptas sed facilis. Pariatur eveniet ab voluptatum. Sapiente doloribus asperiores adipisci sed eum vero exercitationem aliquam deleniti.;;01/12/2019;2
Baron EI;0769045685;Gautier;27/08/2019 12:31:48;AGR_201908270YT0;22887_c918cd56-6d47-4e42-9acb-4a24ce68fcd7;263 Adrien de Rivoli;;02240;West Chloémouth;883.40;f1;ABS;89283;OUI;Martinez;28/08/2019 13:26:34;29/08/2019 10:50:43;03/09/2019 12:16:59;OUI;;28/08/2019 14:32:07;;Terminé;ACCEPTE;OUI;0495646319;;Iste voluptates doloribus. Consequatur ex aut inventore eos nisi laudantium quasi. Dolorem voluptas facere eaque fugiat placeat deleniti totam nemo. Perspiciatis sint nisi autem quibusdam.;;01/09/2019;1
Schneider, Remy and Moreau;+33 757468703;Picard;04/09/2019 17:40:54;AGR_201909041D46;22887_b9423c1b-11cf-42d5-86c8-1aaf77bfe877;6173 Denis Saint-Dominique;;70246;East Thomasbury;287.94;f2;ABS;98286;OUI;Dupuy;05/09/2019 14:10:48;05/09/2019 14:38:15;11/09/2019 12:29:29;OUI;;;;Terminé;ACCEPTE;OUI;+33 454347762;;Officiis ipsum doloremque. Vel voluptate quisquam sunt consequatur fuga alias. Nobis delectus iure iure. Inventore ut ipsum consequatur qui. Culpa reprehenderit quasi a nisi architecto saepe perspiciatis laudantium. Dolorem eos ipsum deserunt deserunt aut voluptatem consequatur soluta.;;10/09/2019;2
Roy, Julien and Michel;+33 284001922;Fleury;13/09/2019 09:19:28;AGR_201909130N4G;22887_f1bb6343-214a-4c5f-a76f-07655e1d78b9;629 Adam d'Alésia;;79819;South Mathistown;558.97;t3;ABS;38096;OUI;Paris;16/09/2019 10:05:09;16/09/2019 10:15:33;18/09/2019 11:57:45;OUI;;;;Terminé;ACCEPTE;OUI;+33 588427916;;Pariatur quae aut commodi totam distinctio recusandae. Rerum quibusdam ea saepe est quis voluptatum culpa. Reiciendis et facilis quas ut ab.;;01/10/2019;1
Renault GIE;0501595755;Dumas;23/09/2019 18:10:48;AGR_201909231EI0;22887_18d56847-42b4-44f5-a1e4-444bb3db8792;2499 Raphaël Montorgueil;;00149;New Mael;195.81;t2;ABS;53576;OUI;Picard;24/09/2019 12:45:57;24/09/2019 12:57:35;24/09/2019 17:58:33;OUI;;;;Terminé;ACCEPTE;OUI;0230577437;;Quam distinctio nemo in quia quia modi quos et. Iure eius officia cupiditate explicabo vel ipsa delectus minus. Error blanditiis sed sequi consequatur cum est ipsam. Nostrum minima quod velit perspiciatis est. A inventore laboriosam tenetur.;;01/10/2019;2
Bertrand SEM;0480225601;Pons;23/09/2019 18:11:55;AGR_201909231BRV;22887_03a9cc06-4e7b-4ba7-b204-325f07b002ff;0236 Fernandez de Richelieu;;16165;New Yanisfurt;683.80;t2;ABS;95655;OUI;Lemoine;25/09/2019 09:32:10;25/09/2019 10:34:41;27/09/2019 10:33:47;OUI;;;;Terminé;ACCEPTE;OUI;+33 487181159;;Doloribus quo quo ab aut molestiae occaecati vitae. Laboriosam et voluptatem qui velit. Veritatis consequuntur aspernatur.;;01/10/2019;2
Lucas - Nicolas;+33 642747951;Perrot;17/10/2019 14:14:30;AGR_2019101713K6;C028768U_278573a6-3d44-4d5a-85d0-596ebeb9dbaf;59700 Adrien des Rosiers;;37660;East Maelfurt;839.32;t1;ABS;17754;OUI;Lambert;17/10/2019 14:40:02;17/10/2019 14:49:25;17/10/2019 16:41:11;OUI;;;;Terminé;ACCEPTE;OUI;0480103161;;Exercitationem labore quia. Tenetur veniam vel qui aliquam et. Iusto dolores aut sit impedit libero esse mollitia. At dolorem nemo assumenda in tenetur sint dolorum doloremque minus.;;01/11/2019;1
Morel, Leroy and Bernard;+33 561832834;Prevost;09/10/2019 14:50:32;AGR_2019100912G8;2134_3972d1d1-2316-41cc-9411-80ac4839f60f;1774 Noel de la Huchette;;36264;South Charlotteland;145.25;f2;ABS;9347;OUI;Marchal;09/10/2019 15:20:03;09/10/2019 16:18:29;09/10/2019 17:00:51;OUI;;09/10/2019 15:51:04;;Terminé;ACCEPTE;OUI;0616916338;;Impedit quod eum minus eius deserunt sequi velit. In ut porro pariatur recusandae repellat. Optio excepturi earum id et ratione est aut molestias necessitatibus. Illum sit eligendi voluptas enim occaecati possimus omnis magni.;;09/10/2019;1
Hubert - Gautier;+33 653699962;Blanc;18/10/2019 15:15:33;AGR_2019101816DX;undefined_6f982283-71bd-4a2b-8169-ebaf007e50a2;6117 Jeanne Delesseux;;76144;North Eva;334.34;t1;ABS;59823;OUI;Paul;18/10/2019 15:47:21;18/10/2019 15:54:34;21/10/2019 11:02:07;OUI;;;;Terminé;ACCEPTE;OUI;+33 455178038;;Nulla ducimus non quia quo sint. Soluta quos deserunt maxime harum aut ipsum. Explicabo enim accusamus voluptas ea nemo dolores. Exercitationem quod praesentium doloribus quae mollitia dolor nisi culpa.;;15/12/2019;1
Fleury, Lecomte and Barre;0740954782;Lefevre;11/09/2019 14:35:16;AGR_2019091114IS;902126W_d8673117-d66a-4aaf-b3ed-dc228196eb0f;17907 Joly du Faubourg Saint-Honoré;;17772;New Carlaberg;376.93;t1;ABS;65798;OUI;Giraud;12/09/2019 17:17:57;12/09/2019 17:23:24;13/09/2019 17:43:30;OUI;;;;Terminé;ACCEPTE;OUI;+33 320149780;;Animi excepturi sint numquam. Aut quis et sequi dolores architecto non. Atque esse sunt.;;01/11/2019;1
Mathieu GIE;+33 460142595;Blanchard;21/10/2019 11:34:46;AGR_201910210W5Y;undefined_c36fb9c8-11a9-4b0e-a225-d6801a012135;486 Olivier Saint-Séverin;;03036;Linaville;838.55;f2;ABS;86446;OUI;Dumont;21/10/2019 12:41:31;21/10/2019 13:08:27;21/10/2019 16:52:57;OUI;;;;Terminé;ACCEPTE;OUI;+33 494611117;;Voluptatum ut in eos. Ipsam quia voluptas porro. Neque totam dolores nulla magnam et ea. Exercitationem quia et accusamus quia corrupti et. Voluptatibus vel veritatis in non est libero rerum. Sint inventore iusto.;;01/11/2019;2
Moulin SA;0337511567;Lucas;21/10/2019 14:12:11;AGR_2019102113GB;undefined_48a248b2-76a3-4307-9dc4-6777ce03a839;8822 Camille Oberkampf;;89169;East Rayanton;935.53;t1;ABS;78723;OUI;Perez;21/10/2019 15:15:51;21/10/2019 15:30:21;22/10/2019 11:05:40;OUI;;;;Terminé;ACCEPTE;OUI;+33 689461796;;Incidunt suscipit ut veritatis veritatis explicabo cum minus ut. Aperiam sit eos voluptatibus ut quis sed odit facere voluptatem. Voluptas fugit ipsa commodi ea dolores ratione ratione. Qui eveniet hic consequatur rerum harum qui unde enim. Sequi ea blanditiis omnis molestiae voluptatem voluptatem dignissimos non. Officiis provident nemo ratione tempora eius fuga ipsum culpa.;;21/10/2019;1
Blanchard EURL;+33 405892000;Richard;21/10/2019 14:32:18;AGR_2019102114DU;undefined_052fff27-a58c-4039-af7f-42e57b13c04f;052 Alice Oberkampf;;02676;East Tom;609.45;t3;ABS;25491;OUI;Lopez;21/10/2019 15:09:56;21/10/2019 15:29:24;22/10/2019 09:44:25;OUI;;;;Terminé;ACCEPTE;OUI;+33 778103285;;Minus nam eum. Numquam error nihil. Distinctio ut pariatur tempora. Omnis laborum et harum fugit unde quod illo non reprehenderit.;;30/10/2019;2
Nguyen, Fontaine and Dupuis;+33 256373652;Vincent;11/10/2019 17:30:00;AGR_201910111CM0;C002134U_bb00fefb-bf3d-4821-a134-3df5157727ce;8527 Gabriel de Seine;;10546;Nicolasport;603.63;t3;ABS;38955;OUI;Guerin;11/10/2019 18:53:40;11/10/2019 19:11:55;14/10/2019 09:46:31;OUI;;;;Terminé;ACCEPTE;OUI;0481858277;;Omnis perspiciatis atque laborum. Qui impedit perspiciatis ad in officia necessitatibus. Ex dolor in aperiam.;;11/10/2019;2
Moulin SCOP;0452306443;Cousin;19/10/2019 12:09:19;AGR_201910190UZJ;undefined_b45972e8-f76b-4e87-8469-49ef335346f7;32817 Roussel Vaneau;;18336;Port Zoeberg;486.51;f1;ABS;32835;OUI;Dumont;21/10/2019 09:23:48;22/10/2019 13:44:51;22/10/2019 17:17:45;OUI;;21/10/2019 12:01:03;;Terminé;REFUSE;NON;+33 596027305;TAUX EFF;Aspernatur sapiente odio suscipit quas debitis omnis eveniet. Corporis rerum autem quidem eveniet. Inventore velit vero architecto et. Ut id laboriosam dolorem quis id accusantium. Ut dolor consequuntur. Suscipit quia cupiditate adipisci dolorem et aut tempora dolores.;;01/11/2019;1
Henry - Meunier;+33 530442011;Leroy;22/10/2019 11:27:14;AGR_201910220VTE;undefined_fad6440c-ac3f-4c41-81a7-de65b1ac1182;878 Guerin de Seine;;26287;Nathanchester;182.80;f2;ABS;29179;NON;Robert;22/10/2019 15:53:42;22/10/2019 16:06:10;22/10/2019 17:21:51;OUI;;22/10/2019 14:47:12;;Terminé;REFUSE;NON;+33 640023297;TAUX EFF;Sed voluptas sed ipsam. Qui inventore molestias blanditiis. Dolorem repellendus accusamus voluptas reiciendis tenetur enim.;;02/11/2019;1
Richard EI;0457361813;Joly;22/10/2019 16:22:32;AGR_2019102219HK;undefined_276e48a3-5557-4108-ba83-71ca32be59fa;9126 Durand de la Ferronnerie;;15167;Juliemouth;693.14;t2;ABS;44968;OUI;Picard;22/10/2019 17:05:38;22/10/2019 17:22:12;22/10/2019 17:28:46;OUI;;;;Terminé;REFUSE;NON;+33 408835700;TAUX EFF;Totam est asperiores fuga nobis voluptatem rem. Voluptas laudantium suscipit ipsa nesciunt repellendus et quas et iste. Rem illum deleniti saepe. Sequi qui dolorem.;;01/11/2019;1
Giraud, Carpentier and Charles;+33 449847861;Nguyen;22/10/2019 16:04:44;AGR_2019102218NW;undefined_517c8220-ae7d-4368-9ce2-369c80c72c41;10150 Arthur de Montmorency;;32982;Brunetberg;369.59;t2;ABS;57029;OUI;Charles;22/10/2019 16:35:46;22/10/2019 16:48:38;22/10/2019 17:31:25;OUI;;;;Terminé;REFUSE;NON;0447677741;TAUX EFF;Mollitia libero quod culpa cupiditate totam quidem. Sed et dolore dolores est at omnis. Et adipisci velit quibusdam.;;28/10/2019;2
Guerin, Garnier and Le gall;+33 198749302;Roger;22/10/2019 12:16:54;AGR_201910220Y46;undefined_716dd0a9-ffc7-4d82-b402-56648b9c1200;6967 Jade Oberkampf;;12840;Bernardbury;471.79;f2;ABS;88196;OUI;Robin;22/10/2019 13:44:03;22/10/2019 13:52:11;22/10/2019 17:35:10;OUI;;;;Terminé;REFUSE;NON;0637446488;TAUX EFF;Est expedita blanditiis voluptates perferendis. Nobis est quia nostrum. Sed nobis dolores magnam est autem aliquam. Quia culpa non unde culpa.;;25/10/2019;1
Rey - Lecomte;+33 724304627;Maillard;22/10/2019 12:02:32;AGR_201910220XG8;undefined_76798f73-84e1-4ce2-8791-abcce007d67a;46664 Jade Laffitte;;08247;Gerardstad;680.15;t1;ABS;53507;OUI;Julien;22/10/2019 13:08:41;22/10/2019 13:26:29;22/10/2019 17:37:13;OUI;;;;Terminé;REFUSE;NON;+33 417577065;TAUX EFF;Qui hic error sint aperiam velit cumque. Voluptatum quibusdam magni ea ut. Recusandae et at ratione velit.;;22/10/2019;1
Da silva SAS;+33 683214338;Riviere;19/10/2019 13:09:35;AGR_2019101910JZ;undefined_09d69da4-0ee4-4261-89cd-e10bf4ba0519;398 Noah d'Alésia;;02215;Yanistown;288.16;t3;ABS;10003;NON;Mercier;22/10/2019 15:29:02;22/10/2019 15:43:28;22/10/2019 17:56:34;OUI;;22/10/2019 15:25:05;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0568442631;;Consequatur adipisci delectus dolores et rerum unde nostrum. Maiores voluptas eum necessitatibus voluptates ea. Distinctio est est facilis placeat. Tenetur nobis expedita accusantium aut omnis iusto omnis.;;21/10/2019;1
Bourgeois, Perez and Henry;0529193761;Philippe;18/10/2019 15:49:41;AGR_2019101817YT;undefined_2a735290-a9f0-42a6-aac3-475e3a607966;24336 Pierre Adolphe Mille;;16955;Mercierton;383.73;f2;ABS;13726;OUI;Martinez;18/10/2019 16:08:28;18/10/2019 16:15:07;21/10/2019 11:01:11;OUI;;;;Terminé;ACCEPTE;OUI;0482131566;;Similique aut debitis qui voluptatem voluptate. Odit aut quibusdam exercitationem totam itaque omnis omnis eos. Hic vero amet pariatur dolor aut autem totam.;;21/10/2019;1
Vincent, Henry and Joly;0289305936;Morel;22/10/2019 14:45:33;AGR_20191022127X;undefined_f2c1e079-4d05-4c93-bf42-e2bffdf37097;937 Gautier du Dahomey;;76799;South Raphaëlstad;613.17;f1;ABS;33952;OUI;Perrot;22/10/2019 15:18:27;22/10/2019 15:30:34;23/10/2019 09:25:47;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0178704922;;Ipsa occaecati nobis. Beatae nostrum deleniti sit culpa eos velit qui. Natus ut fugiat ipsa nisi accusantium assumenda. Illum sunt ratione quia inventore consequatur. Eius debitis nihil laudantium vel et ipsum ut.;;24/10/2019;2
Vincent - Julien;0202688509;Berger;19/10/2019 12:11:47;AGR_201910190XVN;undefined_1f03a18f-db97-4a34-92a6-2ef7b1fbbdde;52720 Olivier Saint-Bernard;;34021;Le rouxhaven;419.85;t3;ABS;79277;OUI;Fabre;21/10/2019 09:29:58;21/10/2019 09:34:13;23/10/2019 09:29:06;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0514659070;;Aut blanditiis expedita quia perferendis eos qui quo cum. Numquam doloremque voluptas velit repudiandae ullam. Voluptas mollitia est est quia exercitationem. Et aspernatur qui aut et dicta dolore est.;;01/12/2019;1
Barbier - Prevost;+33 499446152;Nicolas;22/10/2019 12:37:19;AGR_201910220Z27;undefined_ca0902ce-16fc-47e6-a232-4c924242aafc;27325 Robin de Caumartin;;65374;Mathisview;612.88;t3;ABS;21606;OUI;Cousin;22/10/2019 14:01:38;22/10/2019 14:44:25;23/10/2019 09:34:55;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0592945903;;Eligendi cumque porro. Laudantium dolorem ratione est dolorum assumenda impedit quas. Laboriosam atque molestiae atque. Tenetur ullam aut qui. Voluptas repellendus accusantium est molestias occaecati qui.;;05/01/2020;1
Lefevre, Pierre and Renault;+33 489954667;Sanchez;17/10/2019 11:39:40;AGR_201910170WE4;undefined_45485e4e-c960-41f6-9bb1-8fa0523793cb;9051 Blanchard Saint-Honoré;;52691;Linaport;924.69;f2;ABS;34031;OUI;Meyer;17/10/2019 12:14:22;21/10/2019 17:49:42;23/10/2019 09:45:58;OUI;;21/10/2019 09:47:22;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 356912720;;Sint aut ea labore voluptatem a nisi. Eos quas saepe enim qui occaecati magni nostrum enim. Beatae voluptatibus eveniet similique. Aliquid libero esse dolor ut et iusto officiis molestiae quo. Necessitatibus possimus fuga culpa a modi voluptatum voluptas voluptatibus.;;11/11/2019;2
Simon - Deschamps;0108290584;Clement;17/10/2019 12:37:02;AGR_201910170Z1Q;undefined_7706a2e6-84a7-485e-a45e-3827307fd753;4888 Eva Saint-Jacques;;77718;New Camille;222.57;t2;ABS;56528;OUI;Louis;17/10/2019 12:58:07;17/10/2019 13:13:10;23/10/2019 09:51:20;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 338278126;;Consequuntur impedit quia aliquid maxime explicabo odio dolores eius. Eum modi laborum sed adipisci quaerat voluptates distinctio quisquam in. Aut ex maiores aspernatur. Omnis sit aut. Tempore quia consequatur et dolor. Excepturi dolores beatae et.;;28/10/2019;1
Rodriguez - Brun;+33 450013162;Cousin;22/10/2019 17:40:08;AGR_201910221D2W;undefined_1b685739-208a-4312-8b46-cf5790db494f;57713 Fontaine Laffitte;;98646;Clementbury;44.46;t2;ABS;66891;OUI;Olivier;22/10/2019 17:43:59;22/10/2019 17:49:40;23/10/2019 10:07:32;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0408858199;;Qui odit repellat enim ipsa a. Assumenda sed animi. Non saepe assumenda et voluptas placeat et officia. Et vero hic et similique quo laborum.;;25/10/2019;1
Roger EURL;0741266189;Francois;22/10/2019 17:04:54;AGR_2019102218O6;undefined_855a5e7b-f102-407c-b0c8-9bbe2a6c99dc;98513 Barbier Saint-Denis;;99742;Alicebury;951.08;t3;ABS;31162;OUI;Renaud;22/10/2019 17:22:39;22/10/2019 17:41:27;23/10/2019 10:20:58;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0760013691;;Iusto nulla neque et enim. Dolores harum non eum. Consequatur assumenda soluta aut libero. Corrupti aut debitis est a temporibus. Culpa voluptatum vel consectetur.;;22/10/2019;1
Schneider, Lecomte and Bonnet;+33 449815275;Lemoine;22/10/2019 09:40:49;AGR_201910220QW1;undefined_479f4660-d3f7-4f0b-9e87-7e0531e541da;18659 Charlotte Vaneau;;32535;New Carlamouth;93.54;t1;ABS;52438;OUI;Dupuis;22/10/2019 09:49:16;22/10/2019 10:10:20;23/10/2019 10:24:46;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 649254697;;Dolores provident magnam velit soluta laudantium tempore. Sed sit qui eaque vitae quod consequatur et incidunt minima. Adipisci quis labore. Alias voluptas et reprehenderit et.;;28/10/2019;2
Arnaud SARL;+33 696728094;Roche;22/10/2019 17:54:53;AGR_201910221DRH;undefined_fa021239-bb41-43a9-8dc9-d04cf955c199;8102 Rayan Saint-Denis;;16811;Noamouth;665.67;f1;ABS;89553;OUI;Denis;22/10/2019 18:50:21;22/10/2019 19:25:47;23/10/2019 10:42:13;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0792992072;;In voluptas ipsum mollitia. Molestiae libero quae quis harum quisquam voluptates. Odio repellendus deleniti doloribus sed aut. Numquam qui saepe aut recusandae deserunt. Ipsum et quasi placeat sed veniam doloribus sint.;;01/11/2019;1
Dupont - Bertrand;+33 750998103;Colin;22/10/2019 18:11:17;AGR_201910221BQT;undefined_9f0a3000-df92-442d-8cf1-bddbef0c5659;03301 Camille Joubert;;56347;West Adam;460.18;t2;ABS;68421;OUI;Fernandez;22/10/2019 18:47:22;22/10/2019 19:00:04;23/10/2019 11:03:46;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0473560880;;Ab et quo voluptatem eum fugit occaecati et. Esse harum eius culpa facilis fuga in libero quo molestiae. Sit ullam corrupti quisquam. Non ut voluptas magni sed qui magni. Commodi rerum alias qui maxime. Inventore vitae nobis.;;01/01/2020;2
Perez, Dubois and Gerard;0697726741;Faure;22/10/2019 15:03:17;AGR_2019102215TH;undefined_41d42f21-ca82-4dbf-9b5a-20dfaddee144;545 Bourgeois de la Victoire;;16291;East Romane;163.17;t3;ABS;45471;OUI;Barre;22/10/2019 15:14:07;23/10/2019 09:42:37;23/10/2019 11:09:01;OUI;;22/10/2019 15:36:13;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0219208446;;Nihil sed cum officiis. Est saepe occaecati sunt eveniet qui nihil. Earum enim accusamus necessitatibus dolores tempore quibusdam nostrum. Id doloribus fugit dolorum dolorem commodi aut est veniam. Repellat itaque voluptas quod eligendi pariatur explicabo. Molestiae tenetur aperiam aut.;;01/11/2019;2
Paris, Lucas and Leclerc;0345786033;Lecomte;15/10/2019 11:42:40;AGR_201910150TR4;undefined_eba051d4-259b-41d2-b6ff-c5738ac0d742;2839 Laura Marcadet;;25605;Lenaside;635.24;t2;ABS;80913;OUI;Dupuy;15/10/2019 11:58:02;22/10/2019 15:52:56;23/10/2019 11:09:18;OUI;;19/10/2019 11:46:39;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0620556499;;Voluptatem quam tempore vel explicabo aut ut neque. Rerum aliquam quisquam ullam. Qui aut laborum deleniti nulla deleniti neque autem laboriosam. Autem omnis atque velit cumque maxime. Repellendus commodi voluptatem et praesentium dolorem repellendus voluptatum perferendis excepturi.;;15/10/2019;1
Fontaine, Perrin and Durand;0710082056;Jacquet;18/10/2019 11:58:41;AGR_201910180X9T;undefined_2c1ff82c-6bca-4526-8d9a-3e6670d7d0cf;57585 Océane Saint-Bernard;;51384;Thomasbury;278.73;t1;ABS;68201;OUI;Menard;18/10/2019 13:07:41;21/10/2019 10:49:05;21/10/2019 15:12:27;OUI;;18/10/2019 17:14:05;;Terminé;ACCEPTE;OUI;0376557526;;Enim non enim. Pariatur tempore fugiat enim quae et aut magnam libero. Dolores cum eos et sit. Quis dolorum molestiae explicabo commodi tempore aut. Laudantium fugiat sapiente nostrum impedit. Officia ratione nihil et ipsa et cupiditate.;;01/11/2019;1
Hubert - Dupuis;+33 141854725;Sanchez;22/10/2019 11:28:06;AGR_201910220VUU;undefined_2bf97139-9986-476b-952d-8c0d6ac44e43;72812 Giraud Pastourelle;;83692;Port Alicia;476.24;f1;ABS;50267;NON;Meyer;23/10/2019 09:42:34;23/10/2019 09:49:16;23/10/2019 11:14:42;OUI;;22/10/2019 16:28:08;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0381340178;;Temporibus distinctio debitis pariatur. Rerum suscipit commodi voluptate. Maxime at saepe sed quod consequuntur fuga possimus ducimus repudiandae. Sed est laborum itaque rerum porro modi architecto. Nostrum aut quos tempora sit eaque minus sapiente voluptas id.;;02/11/2019;1
Fournier SCOP;0517028181;Nicolas;21/10/2019 15:44:27;AGR_2019102117Q3;C040046D_0ea44106-917c-4459-841c-68144edb298e;199 Quentin du Dahomey;;41406;West Eva;169.15;f1;ABS;43858;OUI;Lemoine;21/10/2019 16:18:03;21/10/2019 16:40:20;23/10/2019 11:16:51;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 799050465;;Placeat ipsam nobis minima. Aperiam molestias et. Enim nulla veritatis dolor aliquam.;;15/11/2019;2
Faure - Lefevre;0479767124;Fabre;22/10/2019 09:38:36;AGR_201910220QSC;undefined_2bc37478-8e5b-4505-9d3d-6c9e7e3d1f43;436 Guerin Marcadet;;29907;North Nathantown;330.48;t3;ABS;44514;OUI;Joly;22/10/2019 09:45:57;22/10/2019 09:57:14;23/10/2019 11:26:31;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 736266146;;Numquam alias temporibus necessitatibus qui dolor. A ea optio dolor eum cumque itaque soluta. Rerum consequatur omnis perspiciatis id praesentium quis. Et aut iusto aliquam et voluptatem et.;;22/10/2019;1
Leroux, Charles and Collet;0390412337;Perez;22/10/2019 12:36:17;AGR_201910220Z0H;undefined_3e9a1ea3-3792-417a-b0a8-4944b7e32dd3;587 Blanchard Pastourelle;;20203;Port Noahville;967.09;t3;ABS;71483;NON;Lecomte;23/10/2019 10:00:32;23/10/2019 10:33:04;23/10/2019 11:30:28;OUI;;23/10/2019 09:51:05;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0519168803;;Sit mollitia expedita quaerat dolorum architecto sapiente velit dolores aliquid. Est dolor at aspernatur et explicabo aut dolore repellat. Laborum fuga et maiores accusamus neque ut fugit aliquid. Ea corporis unde consequatur eos. Totam tempora laudantium ipsum est sint praesentium accusamus itaque. Labore aut quod distinctio voluptas in.;;23/10/2019;2
Da silva EURL;+33 594766715;Thomas;22/10/2019 15:28:19;AGR_2019102216Z7;undefined_3317e581-c999-4ac6-a66b-012de1737d43;44603 Kylian de Presbourg;;84995;West Julie;173.29;t2;ABS;3593;OUI;Perrot;22/10/2019 16:01:47;22/10/2019 16:24:13;23/10/2019 11:34:15;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 472024292;;Enim eos temporibus sint maiores. Ut consequuntur libero sint. Quasi cumque dolorem ea et nesciunt quos fugit provident. Omnis aliquam quia tempore iure eos suscipit suscipit et animi. Necessitatibus amet corporis dolorem qui suscipit et nemo at quasi. Culpa doloremque quidem.;;22/10/2019;1
